WARD,PRECINCT,REGISTERED VOTERS,BALLOTS CAST,Dorothy J. Tillman,Felicia H. Simmons-Stovall,Lona Lane,Don Gordon,Joann Thompson,Scott Waguespack,Ted Matlak,"Howard B. Brookins, Jr.",Bernard L. Stone,Michele Smith,Toni L. Foulkes,Joe Moore,Vilma Colom,Michael D. Chandler,Vi Daley,Bob Fioretti,"Leroy J. Jones, Jr.",Naisy Dolar,Shirley A. Coleman,Pat Dowell,Sharon Denise Dixon,Paul Stewart,Madeline L. Haithcock,Rey Colón
39,7,,,,,,,,,,,,,,,,,,,,,,,,,,
39,8,,,,,,,,,,,,,,,,,,,,,,,,,,
39,9,,,,,,,,,,,,,,,,,,,,,,,,,,
39,10,,,,,,,,,,,,,,,,,,,,,,,,,,
39,11,,,,,,,,,,,,,,,,,,,,,,,,,,
39,12,,,,,,,,,,,,,,,,,,,,,,,,,,
39,13,,,,,,,,,,,,,,,,,,,,,,,,,,
39,14,,,,,,,,,,,,,,,,,,,,,,,,,,
39,15,,,,,,,,,,,,,,,,,,,,,,,,,,
39,16,,,,,,,,,,,,,,,,,,,,,,,,,,
39,17,,,,,,,,,,,,,,,,,,,,,,,,,,
39,18,,,,,,,,,,,,,,,,,,,,,,,,,,
39,19,,,,,,,,,,,,,,,,,,,,,,,,,,
39,20,,,,,,,,,,,,,,,,,,,,,,,,,,
39,21,,,,,,,,,,,,,,,,,,,,,,,,,,
39,22,,,,,,,,,,,,,,,,,,,,,,,,,,
39,23,,,,,,,,,,,,,,,,,,,,,,,,,,
39,24,,,,,,,,,,,,,,,,,,,,,,,,,,
39,25,,,,,,,,,,,,,,,,,,,,,,,,,,
39,26,,,,,,,,,,,,,,,,,,,,,,,,,,
39,27,,,,,,,,,,,,,,,,,,,,,,,,,,
39,28,,,,,,,,,,,,,,,,,,,,,,,,,,
39,29,,,,,,,,,,,,,,,,,,,,,,,,,,
39,30,,,,,,,,,,,,,,,,,,,,,,,,,,
39,31,,,,,,,,,,,,,,,,,,,,,,,,,,
39,32,,,,,,,,,,,,,,,,,,,,,,,,,,
39,33,,,,,,,,,,,,,,,,,,,,,,,,,,
39,34,,,,,,,,,,,,,,,,,,,,,,,,,,
39,35,,,,,,,,,,,,,,,,,,,,,,,,,,
39,36,,,,,,,,,,,,,,,,,,,,,,,,,,
39,37,,,,,,,,,,,,,,,,,,,,,,,,,,
39,38,,,,,,,,,,,,,,,,,,,,,,,,,,
39,39,,,,,,,,,,,,,,,,,,,,,,,,,,
39,40,,,,,,,,,,,,,,,,,,,,,,,,,,
39,41,,,,,,,,,,,,,,,,,,,,,,,,,,
39,42,,,,,,,,,,,,,,,,,,,,,,,,,,
39,43,,,,,,,,,,,,,,,,,,,,,,,,,,
39,44,,,,,,,,,,,,,,,,,,,,,,,,,,
39,45,,,,,,,,,,,,,,,,,,,,,,,,,,
39,46,,,,,,,,,,,,,,,,,,,,,,,,,,
39,47,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2,,,,,,,,,,,,,,,,,,,,,,,,,,
40,3,,,,,,,,,,,,,,,,,,,,,,,,,,
40,4,,,,,,,,,,,,,,,,,,,,,,,,,,
40,5,,,,,,,,,,,,,,,,,,,,,,,,,,
40,6,,,,,,,,,,,,,,,,,,,,,,,,,,
40,7,,,,,,,,,,,,,,,,,,,,,,,,,,
40,8,,,,,,,,,,,,,,,,,,,,,,,,,,
40,9,,,,,,,,,,,,,,,,,,,,,,,,,,
40,10,,,,,,,,,,,,,,,,,,,,,,,,,,
40,11,,,,,,,,,,,,,,,,,,,,,,,,,,
40,12,,,,,,,,,,,,,,,,,,,,,,,,,,
40,13,,,,,,,,,,,,,,,,,,,,,,,,,,
40,14,,,,,,,,,,,,,,,,,,,,,,,,,,
40,15,,,,,,,,,,,,,,,,,,,,,,,,,,
40,16,,,,,,,,,,,,,,,,,,,,,,,,,,
40,17,,,,,,,,,,,,,,,,,,,,,,,,,,
40,18,,,,,,,,,,,,,,,,,,,,,,,,,,
40,19,,,,,,,,,,,,,,,,,,,,,,,,,,
40,20,,,,,,,,,,,,,,,,,,,,,,,,,,
40,21,,,,,,,,,,,,,,,,,,,,,,,,,,
40,22,,,,,,,,,,,,,,,,,,,,,,,,,,
40,23,,,,,,,,,,,,,,,,,,,,,,,,,,
40,24,,,,,,,,,,,,,,,,,,,,,,,,,,
40,25,,,,,,,,,,,,,,,,,,,,,,,,,,
40,26,,,,,,,,,,,,,,,,,,,,,,,,,,
40,27,,,,,,,,,,,,,,,,,,,,,,,,,,
40,28,,,,,,,,,,,,,,,,,,,,,,,,,,
40,29,,,,,,,,,,,,,,,,,,,,,,,,,,
40,30,,,,,,,,,,,,,,,,,,,,,,,,,,
40,31,,,,,,,,,,,,,,,,,,,,,,,,,,
40,32,,,,,,,,,,,,,,,,,,,,,,,,,,
40,33,,,,,,,,,,,,,,,,,,,,,,,,,,
40,34,,,,,,,,,,,,,,,,,,,,,,,,,,
40,35,,,,,,,,,,,,,,,,,,,,,,,,,,
40,36,,,,,,,,,,,,,,,,,,,,,,,,,,
40,37,,,,,,,,,,,,,,,,,,,,,,,,,,
40,38,,,,,,,,,,,,,,,,,,,,,,,,,,
40,39,,,,,,,,,,,,,,,,,,,,,,,,,,
40,40,,,,,,,,,,,,,,,,,,,,,,,,,,
40,41,,,,,,,,,,,,,,,,,,,,,,,,,,
40,42,,,,,,,,,,,,,,,,,,,,,,,,,,
40,43,,,,,,,,,,,,,,,,,,,,,,,,,,
40,44,,,,,,,,,,,,,,,,,,,,,,,,,,
40,45,,,,,,,,,,,,,,,,,,,,,,,,,,
40,46,,,,,,,,,,,,,,,,,,,,,,,,,,
40,47,,,,,,,,,,,,,,,,,,,,,,,,,,
40,48,,,,,,,,,,,,,,,,,,,,,,,,,,
40,49,,,,,,,,,,,,,,,,,,,,,,,,,,
41,1,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2,,,,,,,,,,,,,,,,,,,,,,,,,,
41,3,,,,,,,,,,,,,,,,,,,,,,,,,,
41,4,,,,,,,,,,,,,,,,,,,,,,,,,,
41,5,,,,,,,,,,,,,,,,,,,,,,,,,,
41,6,,,,,,,,,,,,,,,,,,,,,,,,,,
41,7,,,,,,,,,,,,,,,,,,,,,,,,,,
41,8,,,,,,,,,,,,,,,,,,,,,,,,,,
41,9,,,,,,,,,,,,,,,,,,,,,,,,,,
41,10,,,,,,,,,,,,,,,,,,,,,,,,,,
41,11,,,,,,,,,,,,,,,,,,,,,,,,,,
41,12,,,,,,,,,,,,,,,,,,,,,,,,,,
41,13,,,,,,,,,,,,,,,,,,,,,,,,,,
41,14,,,,,,,,,,,,,,,,,,,,,,,,,,
41,15,,,,,,,,,,,,,,,,,,,,,,,,,,
41,16,,,,,,,,,,,,,,,,,,,,,,,,,,
41,17,,,,,,,,,,,,,,,,,,,,,,,,,,
41,18,,,,,,,,,,,,,,,,,,,,,,,,,,
41,19,,,,,,,,,,,,,,,,,,,,,,,,,,
41,20,,,,,,,,,,,,,,,,,,,,,,,,,,
41,21,,,,,,,,,,,,,,,,,,,,,,,,,,
41,22,,,,,,,,,,,,,,,,,,,,,,,,,,
41,23,,,,,,,,,,,,,,,,,,,,,,,,,,
41,24,,,,,,,,,,,,,,,,,,,,,,,,,,
41,25,,,,,,,,,,,,,,,,,,,,,,,,,,
41,26,,,,,,,,,,,,,,,,,,,,,,,,,,
41,27,,,,,,,,,,,,,,,,,,,,,,,,,,
41,28,,,,,,,,,,,,,,,,,,,,,,,,,,
41,29,,,,,,,,,,,,,,,,,,,,,,,,,,
41,30,,,,,,,,,,,,,,,,,,,,,,,,,,
41,31,,,,,,,,,,,,,,,,,,,,,,,,,,
41,32,,,,,,,,,,,,,,,,,,,,,,,,,,
41,33,,,,,,,,,,,,,,,,,,,,,,,,,,
41,34,,,,,,,,,,,,,,,,,,,,,,,,,,
41,35,,,,,,,,,,,,,,,,,,,,,,,,,,
41,36,,,,,,,,,,,,,,,,,,,,,,,,,,
41,37,,,,,,,,,,,,,,,,,,,,,,,,,,
41,38,,,,,,,,,,,,,,,,,,,,,,,,,,
41,39,,,,,,,,,,,,,,,,,,,,,,,,,,
41,40,,,,,,,,,,,,,,,,,,,,,,,,,,
41,41,,,,,,,,,,,,,,,,,,,,,,,,,,
41,42,,,,,,,,,,,,,,,,,,,,,,,,,,
41,43,,,,,,,,,,,,,,,,,,,,,,,,,,
41,44,,,,,,,,,,,,,,,,,,,,,,,,,,
41,45,,,,,,,,,,,,,,,,,,,,,,,,,,
41,46,,,,,,,,,,,,,,,,,,,,,,,,,,
41,47,,,,,,,,,,,,,,,,,,,,,,,,,,
41,48,,,,,,,,,,,,,,,,,,,,,,,,,,
41,49,,,,,,,,,,,,,,,,,,,,,,,,,,
41,50,,,,,,,,,,,,,,,,,,,,,,,,,,
41,51,,,,,,,,,,,,,,,,,,,,,,,,,,
41,52,,,,,,,,,,,,,,,,,,,,,,,,,,
41,53,,,,,,,,,,,,,,,,,,,,,,,,,,
41,54,,,,,,,,,,,,,,,,,,,,,,,,,,
41,55,,,,,,,,,,,,,,,,,,,,,,,,,,
41,56,,,,,,,,,,,,,,,,,,,,,,,,,,
41,57,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2,,,,,,,,,,,,,,,,,,,,,,,,,,
42,3,,,,,,,,,,,,,,,,,,,,,,,,,,
42,4,,,,,,,,,,,,,,,,,,,,,,,,,,
42,5,,,,,,,,,,,,,,,,,,,,,,,,,,
42,6,,,,,,,,,,,,,,,,,,,,,,,,,,
42,7,,,,,,,,,,,,,,,,,,,,,,,,,,
42,8,,,,,,,,,,,,,,,,,,,,,,,,,,
42,9,,,,,,,,,,,,,,,,,,,,,,,,,,
42,10,,,,,,,,,,,,,,,,,,,,,,,,,,
42,11,,,,,,,,,,,,,,,,,,,,,,,,,,
42,12,,,,,,,,,,,,,,,,,,,,,,,,,,
42,13,,,,,,,,,,,,,,,,,,,,,,,,,,
42,14,,,,,,,,,,,,,,,,,,,,,,,,,,
42,15,,,,,,,,,,,,,,,,,,,,,,,,,,
42,16,,,,,,,,,,,,,,,,,,,,,,,,,,
42,17,,,,,,,,,,,,,,,,,,,,,,,,,,
42,18,,,,,,,,,,,,,,,,,,,,,,,,,,
42,19,,,,,,,,,,,,,,,,,,,,,,,,,,
42,20,,,,,,,,,,,,,,,,,,,,,,,,,,
42,21,,,,,,,,,,,,,,,,,,,,,,,,,,
42,22,,,,,,,,,,,,,,,,,,,,,,,,,,
42,23,,,,,,,,,,,,,,,,,,,,,,,,,,
42,24,,,,,,,,,,,,,,,,,,,,,,,,,,
42,25,,,,,,,,,,,,,,,,,,,,,,,,,,
42,26,,,,,,,,,,,,,,,,,,,,,,,,,,
42,27,,,,,,,,,,,,,,,,,,,,,,,,,,
42,28,,,,,,,,,,,,,,,,,,,,,,,,,,
42,29,,,,,,,,,,,,,,,,,,,,,,,,,,
42,30,,,,,,,,,,,,,,,,,,,,,,,,,,
42,31,,,,,,,,,,,,,,,,,,,,,,,,,,
42,32,,,,,,,,,,,,,,,,,,,,,,,,,,
42,33,,,,,,,,,,,,,,,,,,,,,,,,,,
42,34,,,,,,,,,,,,,,,,,,,,,,,,,,
42,35,,,,,,,,,,,,,,,,,,,,,,,,,,
42,36,,,,,,,,,,,,,,,,,,,,,,,,,,
42,37,,,,,,,,,,,,,,,,,,,,,,,,,,
42,38,,,,,,,,,,,,,,,,,,,,,,,,,,
42,39,,,,,,,,,,,,,,,,,,,,,,,,,,
42,40,,,,,,,,,,,,,,,,,,,,,,,,,,
42,41,,,,,,,,,,,,,,,,,,,,,,,,,,
42,42,,,,,,,,,,,,,,,,,,,,,,,,,,
42,43,,,,,,,,,,,,,,,,,,,,,,,,,,
42,44,,,,,,,,,,,,,,,,,,,,,,,,,,
42,45,,,,,,,,,,,,,,,,,,,,,,,,,,
42,46,,,,,,,,,,,,,,,,,,,,,,,,,,
42,47,,,,,,,,,,,,,,,,,,,,,,,,,,
42,48,,,,,,,,,,,,,,,,,,,,,,,,,,
42,49,,,,,,,,,,,,,,,,,,,,,,,,,,
42,50,,,,,,,,,,,,,,,,,,,,,,,,,,
42,51,,,,,,,,,,,,,,,,,,,,,,,,,,
42,52,,,,,,,,,,,,,,,,,,,,,,,,,,
42,53,,,,,,,,,,,,,,,,,,,,,,,,,,
42,54,,,,,,,,,,,,,,,,,,,,,,,,,,
42,55,,,,,,,,,,,,,,,,,,,,,,,,,,
42,56,,,,,,,,,,,,,,,,,,,,,,,,,,
42,57,,,,,,,,,,,,,,,,,,,,,,,,,,
42,58,,,,,,,,,,,,,,,,,,,,,,,,,,
42,59,,,,,,,,,,,,,,,,,,,,,,,,,,
42,60,,,,,,,,,,,,,,,,,,,,,,,,,,
42,61,,,,,,,,,,,,,,,,,,,,,,,,,,
42,62,,,,,,,,,,,,,,,,,,,,,,,,,,
42,63,,,,,,,,,,,,,,,,,,,,,,,,,,
42,64,,,,,,,,,,,,,,,,,,,,,,,,,,
42,65,,,,,,,,,,,,,,,,,,,,,,,,,,
42,66,,,,,,,,,,,,,,,,,,,,,,,,,,
42,67,,,,,,,,,,,,,,,,,,,,,,,,,,
42,68,,,,,,,,,,,,,,,,,,,,,,,,,,
42,69,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1,715,204,,,,,,,,,,97,,,,,107,,,,,,,,,
43,2,721,156,,,,,,,,,,68,,,,,88,,,,,,,,,
43,3,659,168,,,,,,,,,,78,,,,,90,,,,,,,,,
43,4,724,194,,,,,,,,,,80,,,,,114,,,,,,,,,
43,5,629,146,,,,,,,,,,85,,,,,61,,,,,,,,,
43,6,511,134,,,,,,,,,,41,,,,,93,,,,,,,,,
43,7,681,219,,,,,,,,,,112,,,,,105,,,,,,,,,
43,8,766,246,,,,,,,,,,112,,,,,134,,,,,,,,,
43,9,655,109,,,,,,,,,,56,,,,,53,,,,,,,,,
43,10,696,146,,,,,,,,,,63,,,,,83,,,,,,,,,
43,11,590,120,,,,,,,,,,55,,,,,65,,,,,,,,,
43,12,699,199,,,,,,,,,,101,,,,,97,,,,,,,,,
43,13,402,44,,,,,,,,,,20,,,,,23,,,,,,,,,
43,14,441,179,,,,,,,,,,104,,,,,74,,,,,,,,,
43,15,495,183,,,,,,,,,,90,,,,,93,,,,,,,,,
43,16,563,160,,,,,,,,,,67,,,,,93,,,,,,,,,
43,17,710,200,,,,,,,,,,72,,,,,127,,,,,,,,,
43,18,645,190,,,,,,,,,,96,,,,,93,,,,,,,,,
43,19,540,77,,,,,,,,,,40,,,,,37,,,,,,,,,
43,20,698,195,,,,,,,,,,91,,,,,104,,,,,,,,,
43,21,604,189,,,,,,,,,,125,,,,,64,,,,,,,,,
43,22,618,118,,,,,,,,,,65,,,,,52,,,,,,,,,
43,23,418,172,,,,,,,,,,60,,,,,112,,,,,,,,,
43,24,701,165,,,,,,,,,,65,,,,,100,,,,,,,,,
43,25,609,184,,,,,,,,,,68,,,,,116,,,,,,,,,
43,26,384,132,,,,,,,,,,66,,,,,66,,,,,,,,,
43,27,483,159,,,,,,,,,,85,,,,,74,,,,,,,,,
43,28,709,159,,,,,,,,,,56,,,,,103,,,,,,,,,
43,29,594,154,,,,,,,,,,80,,,,,74,,,,,,,,,
43,30,550,94,,,,,,,,,,60,,,,,34,,,,,,,,,
43,31,696,188,,,,,,,,,,96,,,,,92,,,,,,,,,
43,32,548,197,,,,,,,,,,116,,,,,81,,,,,,,,,
43,33,467,52,,,,,,,,,,27,,,,,25,,,,,,,,,
43,34,485,58,,,,,,,,,,27,,,,,31,,,,,,,,,
43,35,676,151,,,,,,,,,,68,,,,,83,,,,,,,,,
43,36,530,110,,,,,,,,,,58,,,,,52,,,,,,,,,
43,37,565,79,,,,,,,,,,32,,,,,47,,,,,,,,,
43,38,555,110,,,,,,,,,,57,,,,,53,,,,,,,,,
43,39,395,109,,,,,,,,,,61,,,,,48,,,,,,,,,
43,40,264,45,,,,,,,,,,14,,,,,31,,,,,,,,,
43,41,405,93,,,,,,,,,,34,,,,,59,,,,,,,,,
43,42,453,166,,,,,,,,,,72,,,,,94,,,,,,,,,
43,43,667,93,,,,,,,,,,31,,,,,62,,,,,,,,,
43,44,695,127,,,,,,,,,,66,,,,,61,,,,,,,,,
43,45,216,45,,,,,,,,,,15,,,,,30,,,,,,,,,
43,46,661,219,,,,,,,,,,68,,,,,151,,,,,,,,,
43,47,564,164,,,,,,,,,,74,,,,,90,,,,,,,,,
43,48,759,104,,,,,,,,,,57,,,,,47,,,,,,,,,
43,49,567,173,,,,,,,,,,38,,,,,134,,,,,,,,,
43,50,493,119,,,,,,,,,,45,,,,,73,,,,,,,,,
43,51,736,122,,,,,,,,,,51,,,,,71,,,,,,,,,
43,52,626,82,,,,,,,,,,42,,,,,39,,,,,,,,,
43,53,658,173,,,,,,,,,,66,,,,,107,,,,,,,,,
43,54,500,101,,,,,,,,,,47,,,,,54,,,,,,,,,
43,55,523,157,,,,,,,,,,62,,,,,95,,,,,,,,,
43,56,516,83,,,,,,,,,,60,,,,,23,,,,,,,,,
43,57,680,96,,,,,,,,,,35,,,,,61,,,,,,,,,
43,58,535,119,,,,,,,,,,61,,,,,58,,,,,,,,,
43,59,478,203,,,,,,,,,,100,,,,,102,,,,,,,,,
44,1,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2,,,,,,,,,,,,,,,,,,,,,,,,,,
44,3,,,,,,,,,,,,,,,,,,,,,,,,,,
44,4,,,,,,,,,,,,,,,,,,,,,,,,,,
44,5,,,,,,,,,,,,,,,,,,,,,,,,,,
44,6,,,,,,,,,,,,,,,,,,,,,,,,,,
44,7,,,,,,,,,,,,,,,,,,,,,,,,,,
44,8,,,,,,,,,,,,,,,,,,,,,,,,,,
44,9,,,,,,,,,,,,,,,,,,,,,,,,,,
44,10,,,,,,,,,,,,,,,,,,,,,,,,,,
44,11,,,,,,,,,,,,,,,,,,,,,,,,,,
44,12,,,,,,,,,,,,,,,,,,,,,,,,,,
44,13,,,,,,,,,,,,,,,,,,,,,,,,,,
44,14,,,,,,,,,,,,,,,,,,,,,,,,,,
44,15,,,,,,,,,,,,,,,,,,,,,,,,,,
44,16,,,,,,,,,,,,,,,,,,,,,,,,,,
44,17,,,,,,,,,,,,,,,,,,,,,,,,,,
44,18,,,,,,,,,,,,,,,,,,,,,,,,,,
44,19,,,,,,,,,,,,,,,,,,,,,,,,,,
44,20,,,,,,,,,,,,,,,,,,,,,,,,,,
44,21,,,,,,,,,,,,,,,,,,,,,,,,,,
44,22,,,,,,,,,,,,,,,,,,,,,,,,,,
44,23,,,,,,,,,,,,,,,,,,,,,,,,,,
44,24,,,,,,,,,,,,,,,,,,,,,,,,,,
44,25,,,,,,,,,,,,,,,,,,,,,,,,,,
44,26,,,,,,,,,,,,,,,,,,,,,,,,,,
44,27,,,,,,,,,,,,,,,,,,,,,,,,,,
44,28,,,,,,,,,,,,,,,,,,,,,,,,,,
44,29,,,,,,,,,,,,,,,,,,,,,,,,,,
44,30,,,,,,,,,,,,,,,,,,,,,,,,,,
44,31,,,,,,,,,,,,,,,,,,,,,,,,,,
44,32,,,,,,,,,,,,,,,,,,,,,,,,,,
44,33,,,,,,,,,,,,,,,,,,,,,,,,,,
44,34,,,,,,,,,,,,,,,,,,,,,,,,,,
44,35,,,,,,,,,,,,,,,,,,,,,,,,,,
44,36,,,,,,,,,,,,,,,,,,,,,,,,,,
44,37,,,,,,,,,,,,,,,,,,,,,,,,,,
44,38,,,,,,,,,,,,,,,,,,,,,,,,,,
44,39,,,,,,,,,,,,,,,,,,,,,,,,,,
44,40,,,,,,,,,,,,,,,,,,,,,,,,,,
44,41,,,,,,,,,,,,,,,,,,,,,,,,,,
44,42,,,,,,,,,,,,,,,,,,,,,,,,,,
44,43,,,,,,,,,,,,,,,,,,,,,,,,,,
44,44,,,,,,,,,,,,,,,,,,,,,,,,,,
44,45,,,,,,,,,,,,,,,,,,,,,,,,,,
44,46,,,,,,,,,,,,,,,,,,,,,,,,,,
44,47,,,,,,,,,,,,,,,,,,,,,,,,,,
44,48,,,,,,,,,,,,,,,,,,,,,,,,,,
44,49,,,,,,,,,,,,,,,,,,,,,,,,,,
44,50,,,,,,,,,,,,,,,,,,,,,,,,,,
44,51,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2,,,,,,,,,,,,,,,,,,,,,,,,,,
45,3,,,,,,,,,,,,,,,,,,,,,,,,,,
45,4,,,,,,,,,,,,,,,,,,,,,,,,,,
45,5,,,,,,,,,,,,,,,,,,,,,,,,,,
45,6,,,,,,,,,,,,,,,,,,,,,,,,,,
45,7,,,,,,,,,,,,,,,,,,,,,,,,,,
45,8,,,,,,,,,,,,,,,,,,,,,,,,,,
45,9,,,,,,,,,,,,,,,,,,,,,,,,,,
45,10,,,,,,,,,,,,,,,,,,,,,,,,,,
45,11,,,,,,,,,,,,,,,,,,,,,,,,,,
45,12,,,,,,,,,,,,,,,,,,,,,,,,,,
45,13,,,,,,,,,,,,,,,,,,,,,,,,,,
45,14,,,,,,,,,,,,,,,,,,,,,,,,,,
45,15,,,,,,,,,,,,,,,,,,,,,,,,,,
45,16,,,,,,,,,,,,,,,,,,,,,,,,,,
45,17,,,,,,,,,,,,,,,,,,,,,,,,,,
45,18,,,,,,,,,,,,,,,,,,,,,,,,,,
45,19,,,,,,,,,,,,,,,,,,,,,,,,,,
45,20,,,,,,,,,,,,,,,,,,,,,,,,,,
45,21,,,,,,,,,,,,,,,,,,,,,,,,,,
45,22,,,,,,,,,,,,,,,,,,,,,,,,,,
45,23,,,,,,,,,,,,,,,,,,,,,,,,,,
45,24,,,,,,,,,,,,,,,,,,,,,,,,,,
45,25,,,,,,,,,,,,,,,,,,,,,,,,,,
45,26,,,,,,,,,,,,,,,,,,,,,,,,,,
45,27,,,,,,,,,,,,,,,,,,,,,,,,,,
45,28,,,,,,,,,,,,,,,,,,,,,,,,,,
45,29,,,,,,,,,,,,,,,,,,,,,,,,,,
45,30,,,,,,,,,,,,,,,,,,,,,,,,,,
45,31,,,,,,,,,,,,,,,,,,,,,,,,,,
45,32,,,,,,,,,,,,,,,,,,,,,,,,,,
45,33,,,,,,,,,,,,,,,,,,,,,,,,,,
45,34,,,,,,,,,,,,,,,,,,,,,,,,,,
45,35,,,,,,,,,,,,,,,,,,,,,,,,,,
45,36,,,,,,,,,,,,,,,,,,,,,,,,,,
45,37,,,,,,,,,,,,,,,,,,,,,,,,,,
45,38,,,,,,,,,,,,,,,,,,,,,,,,,,
45,39,,,,,,,,,,,,,,,,,,,,,,,,,,
45,40,,,,,,,,,,,,,,,,,,,,,,,,,,
45,41,,,,,,,,,,,,,,,,,,,,,,,,,,
45,42,,,,,,,,,,,,,,,,,,,,,,,,,,
45,43,,,,,,,,,,,,,,,,,,,,,,,,,,
45,44,,,,,,,,,,,,,,,,,,,,,,,,,,
45,45,,,,,,,,,,,,,,,,,,,,,,,,,,
45,46,,,,,,,,,,,,,,,,,,,,,,,,,,
45,47,,,,,,,,,,,,,,,,,,,,,,,,,,
45,48,,,,,,,,,,,,,,,,,,,,,,,,,,
45,49,,,,,,,,,,,,,,,,,,,,,,,,,,
45,50,,,,,,,,,,,,,,,,,,,,,,,,,,
45,51,,,,,,,,,,,,,,,,,,,,,,,,,,
45,52,,,,,,,,,,,,,,,,,,,,,,,,,,
45,53,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2,,,,,,,,,,,,,,,,,,,,,,,,,,
46,3,,,,,,,,,,,,,,,,,,,,,,,,,,
46,4,,,,,,,,,,,,,,,,,,,,,,,,,,
46,5,,,,,,,,,,,,,,,,,,,,,,,,,,
46,6,,,,,,,,,,,,,,,,,,,,,,,,,,
46,7,,,,,,,,,,,,,,,,,,,,,,,,,,
46,8,,,,,,,,,,,,,,,,,,,,,,,,,,
46,9,,,,,,,,,,,,,,,,,,,,,,,,,,
46,10,,,,,,,,,,,,,,,,,,,,,,,,,,
46,11,,,,,,,,,,,,,,,,,,,,,,,,,,
46,12,,,,,,,,,,,,,,,,,,,,,,,,,,
46,13,,,,,,,,,,,,,,,,,,,,,,,,,,
46,14,,,,,,,,,,,,,,,,,,,,,,,,,,
46,15,,,,,,,,,,,,,,,,,,,,,,,,,,
46,16,,,,,,,,,,,,,,,,,,,,,,,,,,
46,17,,,,,,,,,,,,,,,,,,,,,,,,,,
46,18,,,,,,,,,,,,,,,,,,,,,,,,,,
46,19,,,,,,,,,,,,,,,,,,,,,,,,,,
46,20,,,,,,,,,,,,,,,,,,,,,,,,,,
46,21,,,,,,,,,,,,,,,,,,,,,,,,,,
46,22,,,,,,,,,,,,,,,,,,,,,,,,,,
46,23,,,,,,,,,,,,,,,,,,,,,,,,,,
46,24,,,,,,,,,,,,,,,,,,,,,,,,,,
46,25,,,,,,,,,,,,,,,,,,,,,,,,,,
46,26,,,,,,,,,,,,,,,,,,,,,,,,,,
46,27,,,,,,,,,,,,,,,,,,,,,,,,,,
46,28,,,,,,,,,,,,,,,,,,,,,,,,,,
46,29,,,,,,,,,,,,,,,,,,,,,,,,,,
46,30,,,,,,,,,,,,,,,,,,,,,,,,,,
46,31,,,,,,,,,,,,,,,,,,,,,,,,,,
46,32,,,,,,,,,,,,,,,,,,,,,,,,,,
46,33,,,,,,,,,,,,,,,,,,,,,,,,,,
46,34,,,,,,,,,,,,,,,,,,,,,,,,,,
46,35,,,,,,,,,,,,,,,,,,,,,,,,,,
46,36,,,,,,,,,,,,,,,,,,,,,,,,,,
46,37,,,,,,,,,,,,,,,,,,,,,,,,,,
46,38,,,,,,,,,,,,,,,,,,,,,,,,,,
46,39,,,,,,,,,,,,,,,,,,,,,,,,,,
46,40,,,,,,,,,,,,,,,,,,,,,,,,,,
46,41,,,,,,,,,,,,,,,,,,,,,,,,,,
46,42,,,,,,,,,,,,,,,,,,,,,,,,,,
46,43,,,,,,,,,,,,,,,,,,,,,,,,,,
46,44,,,,,,,,,,,,,,,,,,,,,,,,,,
46,45,,,,,,,,,,,,,,,,,,,,,,,,,,
46,46,,,,,,,,,,,,,,,,,,,,,,,,,,
46,47,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2,,,,,,,,,,,,,,,,,,,,,,,,,,
47,3,,,,,,,,,,,,,,,,,,,,,,,,,,
47,4,,,,,,,,,,,,,,,,,,,,,,,,,,
47,5,,,,,,,,,,,,,,,,,,,,,,,,,,
47,6,,,,,,,,,,,,,,,,,,,,,,,,,,
47,7,,,,,,,,,,,,,,,,,,,,,,,,,,
47,8,,,,,,,,,,,,,,,,,,,,,,,,,,
47,9,,,,,,,,,,,,,,,,,,,,,,,,,,
47,10,,,,,,,,,,,,,,,,,,,,,,,,,,
47,11,,,,,,,,,,,,,,,,,,,,,,,,,,
47,12,,,,,,,,,,,,,,,,,,,,,,,,,,
47,13,,,,,,,,,,,,,,,,,,,,,,,,,,
47,14,,,,,,,,,,,,,,,,,,,,,,,,,,
47,15,,,,,,,,,,,,,,,,,,,,,,,,,,
47,16,,,,,,,,,,,,,,,,,,,,,,,,,,
47,17,,,,,,,,,,,,,,,,,,,,,,,,,,
47,18,,,,,,,,,,,,,,,,,,,,,,,,,,
47,19,,,,,,,,,,,,,,,,,,,,,,,,,,
47,20,,,,,,,,,,,,,,,,,,,,,,,,,,
47,21,,,,,,,,,,,,,,,,,,,,,,,,,,
47,22,,,,,,,,,,,,,,,,,,,,,,,,,,
47,23,,,,,,,,,,,,,,,,,,,,,,,,,,
